Country,Indicator ,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Cote d'Ivoire,GDP per capita (current US$),155.8996328,170.2430505,171.1286396,194.2125298,226.2270418,217.6024415,233.6149055,238.3104877,271.8533455,277.9721279,285.2730343,297.2803606,331.6700101,429.4129337,501.5526782,607.2350017,694.3832471,891.6346023,1074.862008,1189.568397,1266.623877,1004.634373,863.3334326,747.7561819,717.8976675,703.5195152,888.5285805,942.9310075,924.3272452,848.2895443,905.3220195,848.7531159,870.4807017,832.2830587,605.2633669,774.6713757,1232.253656,1192.779461,1258.52471,1177.040794,1007.46739,997.4787843,1047.752265,1207.512648,1308.28782,1309.591653,1347.988824,1500.167805,1738.192101,1689.344762,1701.475702,1744.938897,1684.781586,1935.946845,2156.645883,1972.545683,2013.381448,2111.026557,2314.050958,2276.332394,2325.723705,2578.760412
Cameroon,GDP per capita (current US$),118.6431452,123.5148081,128.5946372,130.1752742,137.6297641,141.002515,144.0153653,154.6778907,168.7021488,173.1217176,176.5737092,184.9034758,218.1760536,269.592296,297.686036,383.4405469,378.1236216,430.3813993,574.1663895,707.5442896,774.1852434,743.7601604,721.2163069,726.5059552,749.3390662,848.4732795,1140.597182,1216.064467,1104.793753,963.8326781,1045.364362,975.4719489,965.7807389,1257.905709,672.848688,798.8813102,794.0511616,752.1698237,767.3403603,765.3103315,681.102043,687.6481344,759.1118514,950.5648637,1090.785332,1100.174926,1147.4366,1277.516807,1439.547804,1411.474572,1352.302275,1465.145788,1403.522915,1527.751257,1604.214035,1382.50979,1413.255957,1469.4475,1585.240534,1533.095688,1537.130218,1661.702105
"Congo, Dem. Rep.",GDP per capita (current US$),220.3139899,197.3913592,235.6335244,377.4298785,170.467005,232.8111278,253.7592087,184.1304392,206.7149511,258.6064767,243.7497809,272.0654295,292.2971255,362.8435642,430.7021578,446.9755403,409.5242253,509.0667703,615.9789076,587.1515848,546.1124995,463.671172,492.5324912,387.5076636,269.8427243,240.7880982,263.8313003,243.0047857,273.1278194,269.5928759,270.1305434,268.2924969,220.3680073,275.8216169,144.5950895,135.7371304,134.981937,138.9740115,138.6356903,102.5979732,405.2162186,153.5910441,175.009951,173.7961252,194.0400026,218.3862267,255.4330432,286.3304725,327.5637218,298.6196916,334.0215777,387.082477,424.6003738,457.9637475,486.7870951,497.3170391,471.3188225,467.0742317,565.8295429,596.5605701,543.9503925,584.1064092
"Congo, Rep.",GDP per capita (current US$),129.3703364,145.4059788,155.7385272,157.0558661,165.0091659,171.6461416,185.8922552,194.6603356,200.3950179,205.5340294,207.2213002,235.8372808,291.9774924,374.1277029,392.3210842,499.2019558,476.8504788,469.6879304,523.9123291,694.1768268,959.4274975,1088.976699,1146.305648,1080.816288,1098.441641,1051.873692,875.4516702,1058.229422,991.5187054,1042.052007,1187.549772,1124.897828,1178.027107,1048.613067,672.1632001,781.5249711,912.0122972,810.0766828,660.4715058,774.9961029,1032.137576,869.1005097,916.5880027,1028.415175,1326.596607,1835.609908,2155.406357,2265.847453,2904.124496,2345.563735,3076.556449,3562.217615,3922.868842,3884.850686,3781.515735,2448.523778,2051.666176,2170.900563,2606.615526,2369.729441,1899.778237,2213.880863
Colombia,GDP per capita (current US$),251.0415229,274.0522642,289.9179458,274.3149575,328.6550321,307.64686,281.5660485,293.6442641,292.2574962,307.9952102,335.1182036,355.4075174,385.1125208,448.0338172,525.5257298,544.2909066,623.4289691,773.7458155,904.0106935,1061.848345,1241.639587,1323.376573,1386.672969,1348.804623,1304.177177,1165.042414,1142.939363,1165.982397,1232.226154,1218.21101,1445.32863,1456.694357,1697.112936,1893.542212,2284.838813,2539.912877,2620.538762,2827.379527,2566.024194,2209.93165,2520.481089,2439.682456,2396.627127,2281.401762,2782.623185,3414.465158,3741.092837,4714.073055,5472.53653,5193.241458,6336.709474,7335.166934,8050.255372,8218.347844,8114.343921,6175.87603,5870.777957,6376.706716,6729.583332,6418.615783,5312.198556,6131.225922
Comoros,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,689.3984895,618.1972869,562.8150253,570.1541215,534.6491149,553.6324027,763.3253505,896.1331714,918.8997605,854.4652011,1043.790659,1000.556291,1047.965144,1008.038469,690.4672501,838.171684,810.5475521,726.0523149,718.1212694,723.1782555,647.4258118,680.9055728,747.9888625,937.7108963,1061.075548,1069.029426,1114.945281,1240.092528,1393.216032,1344.730406,1316.491213,1447.945144,1403.360252,1505.337292,1513.830379,1242.585608,1273.050952,1323.814843,1428.290463,1404.433187,1407.40927,1494.687693
Cabo Verde,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,501.1374945,483.1269255,477.9392565,461.2399971,431.2375548,441.9066289,602.1584963,732.5632731,811.3983382,807.5623924,908.0881284,923.7442808,1003.929541,1339.729577,1080.156565,1261.103098,1269.120577,1213.632864,1265.19785,1408.986203,1259.353067,1292.226512,1401.891073,1809.11003,2024.266381,2099.148417,2361.380101,3186.779935,3721.219993,3517.430156,3378.323433,3740.374103,3447.4831,3616.03557,3588.625584,3043.031382,3131.017598,3292.633503,3616.460666,3603.775241,3064.272388,3445.756536
Costa Rica,GDP per capita (current US$),381.3636818,355.0027488,334.3092487,344.3546568,352.3368849,372.2805781,393.4806843,412.2351064,442.7796087,474.7953039,533.0915649,568.0964468,636.9050523,767.3271288,816.0368625,936.3368228,1122.807632,1393.000516,1555.540411,1734.61797,2021.548779,1068.502425,1032.997004,1213.55646,1373.939261,1432.081248,1572.455025,1571.29231,1558.505869,1727.870961,1831.000151,2247.373379,2605.805225,2841.64278,3031.888771,3265.693381,3215.105687,3391.977735,3597.434509,3668.802068,3789.053886,3960.307703,4042.705686,4147.824369,4404.711884,4676.379366,5227.465952,6103.741917,6901.388306,6801.036735,8227.127494,9229.834517,10075.00462,10744.09102,10847.16967,11642.77805,12011.22275,12225.57449,12485.4239,12762.13801,12201.92603,12508.61563
Caribbean small states,GDP per capita (current US$),448.2564174,476.9014839,494.7363719,516.739524,547.9505273,580.944136,621.4347271,658.3508984,645.9283073,695.0389817,755.1445594,811.131747,925.5275345,1000.862363,1285.493303,1485.161329,1511.874938,1736.749154,1759.82502,1999.188487,2461.655884,2683.655224,2940.212791,2942.719169,2778.893347,2722.828275,2466.299099,2633.116445,2775.622222,2827.688623,2997.319563,2951.059638,2875.189721,3084.660831,3214.05181,3514.100743,3803.623288,4421.507074,4690.20395,4938.52388,5258.30631,5379.459475,5605.43481,5951.055409,6464.671128,7260.795899,8206.162342,9060.804021,10234.80996,8588.715063,9263.029591,9929.770862,10200.02028,10321.24032,10402.31367,10181.80616,9557.667766,9915.744684,10250.29173,10406.67071,8857.870922,9352.282028
Cuba,GDP per capita (current US$),,,,,,,,,,,653.4269532,779.7237894,901.3671044,1088.126973,1223.691349,1379.081841,1443.302433,1472.729582,1835.111536,2000.280189,2021.724635,2035.607231,2107.932429,2224.653486,2396.353662,2269.825219,2378.910723,2451.132999,2640.918422,2572.691695,2703.168294,2278.210387,2057.103595,2073.093712,2624.757035,2794.738808,2286.929054,2308.146615,2331.462691,2558.904101,2747.100303,2837.73573,2999.241763,3197.133185,3395.710843,3786.66345,4336.638025,4822.887396,5010.434715,5120.064236,5305.883578,6139.718783,6497.314764,6837.71168,7133.337679,7694.014637,8060.796598,8541.213686,8824.194008,9125.878679,9477.852873,
Curacao,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19446.45657,19886.67837,19762.73962,19552.66055,19260.26985,18881.83062,18788.80728,18956.09791,19024.17723,16109.86167,
Cayman Islands,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82801.54347,85433.03028,85188.33603,77400.42237,73351.75776,72329.6623,72777.14784,73514.66965,74990.43274,76284.1943,78471.62814,81513.16283,86180.53969,91513.04267,85346.76195,
Cyprus,GDP per capita (current US$),,,,,,,,,,,,,,,,976.3342285,1157.411621,1476.271484,1929.403564,2559.259766,4232.022949,4033.240479,4122.784668,4091.048584,4258.743652,4488.287109,5642.631348,6690.578125,7645.629883,8038.914063,9641.575195,9696.099609,11310.07227,10526.1416,11617.69238,15261.41016,15139.22656,14234.24414,15092.82617,15287.91895,14388.34766,14821.44727,16093.21484,20252.23828,23792.62109,24959.25977,26729.32422,31244.92578,35397.36328,32109.24219,31023.63867,32396.38672,28912.15625,27729.19336,27163.33203,23408.33594,24605.91992,26608.875,29334.11133,29206.07617,27681.56641,30798.47656
Czechia,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3941.503094,2896.609131,3372.86543,3956.17835,4630.551217,5824.121291,6532.837055,6034.488437,6489.703619,6337.41912,6029.038193,6637.041657,8060.868703,9818.568493,11749.85266,13430.6699,15261.79759,18466.54793,22804.57768,19861.69743,19960.06849,21871.26608,19870.80121,20133.16914,19890.91991,17829.69832,18575.23203,20636.19995,23419.73561,23660.14881,22933.49959,26378.49996
Germany,GDP per capita (current US$),,,,,,,,,,,2761.166833,3192.133616,3809.981445,5046.755103,5639.077621,6236.358881,6634.856899,7682.953775,9482.04285,11281.02332,12138.3081,10209.07312,9913.737642,9864.34494,9313.169412,9429.569217,13461.831,16677.51079,17931.28232,17764.37645,22303.96133,23357.75773,26438.23039,25522.62957,27076.60675,31658.34938,30485.86655,26964.04947,27289.05936,26734.94254,23694.76048,23628.32721,25197.2656,30310.3576,34106.65812,34520.23965,36353.88033,41640.08087,45612.71062,41650.36783,41572.45595,46705.8958,43855.85447,46298.92292,48023.86998,41103.25644,42136.12079,44652.58917,47973.60762,46794.89929,46252.6893,50801.78671
Djibouti,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,801.1821394,,761.4594417,748.2037355,725.754116,766.1474429,762.0125774,777.2673846,753.5092242,790.034804,789.5555265,767.5062771,760.6407761,755.7594723,765.8583232,768.1835703,780.9039613,791.3841807,818.8687857,863.2360874,904.7366795,967.6795838,1052.719117,1223.852363,1267.317394,1343.275125,1451.548081,1559.240651,2312.720948,2464.294905,2652.513228,2803.689125,2926.153304,3038.269738,3172.750685,3219.701128,3363.712048
Dominica,GDP per capita (current US$),,,,,,,,,,,,,,,,,,624.6061219,769.1197571,733.9615647,966.6301991,1090.200907,1193.510061,1324.649475,1478.171746,1632.247367,1863.506067,2113.927152,2402.771781,2617.816846,2860.322479,3122.653182,3317.824671,3466.998869,3721.272367,3860.800538,4120.581185,4292.11368,4593.863345,4751.092101,4787.801441,4883.003024,4770.851894,4897.308367,5216.872434,5160.889141,5518.4232,5951.863413,6468.944767,6903.145806,6967.364955,7065.460372,6849.455933,7016.380071,7317.486143,7597.288894,8080.968623,7298.51458,7745.376963,8516.280039,7003.859021,7559.975039
Denmark,GDP per capita (current US$),,,,,,,2487.136181,2700.74629,2776.13539,3151.133161,3464.455156,3845.506089,4654.298936,6119.370222,6770.750027,7999.112667,8787.589722,9783.852022,11826.01861,13751.99895,13883.88714,12081.80105,11804.43289,11857.89214,11562.91908,12253.10021,17201.08881,21340.72786,22527.04673,21901.05475,26891.44645,27011.37746,29569.66036,27597.97523,29995.57962,35351.36546,35650.71409,32835.93994,33368.14242,33440.79481,30743.54768,30751.65435,33228.69354,40458.7774,46511.59833,48799.8256,52026.99951,58487.05497,64322.0635,58163.27688,58041.39844,61753.64713,58507.50805,61191.1937,62548.98473,53254.85637,54663.99837,57610.09818,61591.92887,59775.7351,61063.31643,67803.0471
Dominican Republic,GDP per capita (current US$),204.1148714,192.0276125,234.0516294,258.5957819,272.9748001,229.0235001,245.9875454,250.9762072,254.0517978,281.3776046,330.1315059,360.1528526,417.9192609,480.0530663,583.4844213,699.6030037,748.9906207,848.2854171,854.647162,969.4980483,1164.952225,1273.826441,1362.510669,1487.275828,1831.086459,780.3858658,928.0322488,865.8317545,783.0354013,955.5173748,991.6148411,1351.2985,1566.529623,1733.399536,1905.943496,2127.748089,2293.754381,2476.060403,2638.31327,2653.225124,2869.178139,2977.43451,3110.325447,2418.350422,2487.329061,3932.784407,4109.033591,4707.795052,5087.983213,5039.403122,5555.392014,5913.426649,6110.366576,6238.132367,6608.825501,6921.520594,7280.88361,7609.353275,8050.644076,8282.117131,7268.19691,8603.789905
Algeria,GDP per capita (current US$),246.3037513,214.7719801,172.242509,226.8954501,238.0437104,249.8835856,235.5981301,253.9237655,281.9257863,302.7522637,336.2246929,341.3889185,442.6776235,554.292909,818.0082289,936.7900822,1037.60716,1192.744227,1456.419396,1782.69932,2203.055461,2237.086776,2210.302036,2312.655619,2467.346082,2582.879013,2756.954981,2807.503603,2417.376189,2215.963873,2408.822985,1731.62137,1776.028278,1807.297451,1507.886663,1452.278434,1603.940302,1619.797749,1596.003926,1588.348908,1765.027146,1740.606654,1781.828908,2103.381291,2610.185422,3113.094883,3478.710002,3950.512993,4923.631615,3883.2709,4480.786318,5455.679403,5592.220115,5499.587331,5493.056695,4177.889542,3946.452447,4109.698217,4142.018558,3989.668276,3306.858208,3765.034625
East Asia & Pacific (excluding high income),GDP per capita (current US$),90.90209241,80.06175616,72.14788168,76.20535306,85.83977142,97.48399079,103.6823566,98.03130934,96.68477282,105.6014959,114.1157953,119.4027283,132.0783494,162.3148889,179.6631929,198.0479405,197.7553869,224.6212017,214.4226125,244.5239575,277.9413708,292.1305005,301.5450627,310.628869,331.3010721,356.8350215,350.0305445,339.9730379,370.5199079,394.0840342,415.7504402,444.170965,490.9206421,531.7826598,631.6579012,769.6116242,873.2019472,893.3272424,804.4601068,876.0377584,954.9674337,1007.653795,1105.280974,1239.449441,1426.584021,1639.275634,1958.597765,2457.241558,3084.961513,3321.965277,4012.992402,4869.113994,5385.228919,5891.965028,6301.086814,6511.258118,6600.764194,7159.45138,7954.762525,8177.838,8270.455138,9776.493809
Early-demographic dividend,GDP per capita (current US$),161.1653515,158.4065674,159.4058085,165.1296255,184.6581977,195.2446448,188.1730197,192.9986567,204.0614813,222.2010725,229.3899609,242.3397893,258.5371927,322.4060024,440.1673939,461.8267947,492.2044971,536.9534546,581.9492306,690.4253832,838.0514831,913.1869052,847.2068033,831.9795664,805.0660008,806.9220923,794.2157155,781.195173,801.1206639,798.1156986,915.1291884,946.7122915,1019.43302,1097.167489,1130.50368,1136.291262,1214.966039,1274.07238,1232.541674,1280.023111,1367.857071,1332.274291,1273.378422,1393.704493,1596.427816,1831.795518,2061.381239,2400.89818,2666.083398,2533.921244,3026.520496,3293.350765,3390.888136,3389.95391,3457.598489,3244.237034,3303.710575,3521.381645,3509.754222,3538.833413,3253.713456,3739.95779
East Asia & Pacific,GDP per capita (current US$),148.4236231,148.6555343,149.6629864,163.0253642,182.7115526,198.6196468,216.2428664,228.6781327,245.945847,276.0087417,317.0615179,342.6182558,415.1547476,534.8777981,603.4059885,648.4377186,700.9623314,822.4449192,1022.026426,1093.264296,1164.521771,1264.62744,1219.6818,1277.185085,1347.478931,1400.596364,1801.349042,2080.976869,2463.543285,2526.434835,2599.77012,2893.580436,3120.478367,3446.36395,3856.289231,4327.219407,4121.482134,3896.145644,3449.090162,3814.678023,4089.164462,3769.285484,3796.868341,4141.861572,4610.578407,4882.835544,5137.096081,5699.822547,6525.364675,6669.228692,7731.862633,8903.490987,9450.125175,9482.163953,9707.506845,9599.414082,9867.865824,10466.42427,11324.00488,11494.09153,11483.59931,13037.46264
Europe & Central Asia (excluding high income),GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,2423.075096,2323.913657,2472.440511,2393.927015,2186.195713,2139.90651,1833.929014,1961.735728,1980.248473,2064.824816,1911.877896,1603.690009,1795.748073,1774.404779,2033.073436,2563.033723,3394.14932,4289.200933,5252.097394,6740.237021,8320.198662,6489.460054,7816.195805,9654.38147,10235.11863,10778.37606,9921.609409,7485.826926,7070.965425,7889.016899,8008.257108,8136.751834,7435.160748,8708.063638
Europe & Central Asia,GDP per capita (current US$),,,,,,,1037.307437,1106.904025,1147.809182,1258.835231,1381.878327,1546.697769,1837.942207,2315.987703,2597.391692,3012.242499,3108.449774,3499.08621,4241.981925,5154.646951,5798.958459,5127.138094,4911.453554,4737.739827,4526.953402,4657.035312,6318.042646,7759.631499,8585.052299,8648.791687,10529.40843,10813.31628,11546.16553,10567.06975,11021.39731,12708.41491,12950.04036,12259.9714,12562.2222,12408.06447,11683.49441,11785.38366,12887.40117,15628.78036,18159.7271,19260.78447,20795.94679,24217.74843,26535.46949,23247.42935,23680.22746,26191.56727,25132.53092,26147.70105,26388.22379,22624.91539,22455.14736,23704.3284,25297.67986,24914.60337,23981.02201,27114.27599
Ecuador,GDP per capita (current US$),455.4623888,375.2213046,315.688704,368.6295837,440.5602342,455.1978183,449.920207,459.2787988,450.9995515,527.900353,471.6307972,440.8571574,495.5359182,588.3370651,970.012722,1105.420555,1264.911641,1493.333583,1572.400531,1821.04718,2238.217084,2660.612801,2369.950657,1988.787323,1912.431271,1891.562479,1648.01456,1464.492936,1337.889895,1390.213114,1489.529946,1622.208088,1688.504752,1727.755003,2026.113077,2132.906783,2155.51815,2356.369857,2293.889735,1578.934298,1445.279324,1894.616196,2172.101877,2425.851842,2691.277685,3002.138604,3328.884156,3567.837186,4249.01897,4231.619235,4633.591284,5200.555108,5682.046108,6056.331213,6377.093929,6124.490887,6060.092962,6213.503127,6295.934662,6222.524653,5627.77228,5934.875496
"Egypt, Arab Rep.",GDP per capita (current US$),,,,,,162.6084723,168.9632404,174.8626098,180.4108537,193.5860493,233.0137095,243.8068223,257.5886508,273.698607,244.7472149,301.7494289,337.7743689,357.0779478,358.847797,426.3465239,500.3550452,498.5591159,607.2815228,662.6872884,708.1957476,792.824042,815.2486949,778.1168872,655.0678055,725.6298025,765.6420055,651.0775476,713.4525483,777.8577351,849.4524991,965.1108694,1063.333044,1208.71992,1281.396914,1343.551963,1450.476242,1378.203383,1191.103239,1102.468199,1062.158092,1186.393313,1397.43669,1667.317998,2044.527804,2331.26884,2645.968759,2791.810766,3229.68563,3262.657586,3379.557986,3562.932658,3519.87324,2444.290387,2537.125185,3019.092283,3569.206841,3876.359594
Euro area,GDP per capita (current US$),923.1873412,1005.022273,1106.286139,1229.910396,1355.645823,1468.536265,1589.042333,1714.402853,1828.295178,2027.208171,2236.446897,2520.912316,3024.89889,3902.037545,4400.04465,5075.630259,5273.29664,5974.289488,7286.243412,8790.136728,9802.565412,8486.676083,8194.299097,7978.052267,7639.72905,7833.797911,10966.93114,13527.11519,14827.47595,15081.09055,18893.00803,19552.16745,21471.77499,19567.24812,20595.13531,23695.30645,23913.59615,21810.20977,22381.04798,22220.08207,20215.63404,20450.66973,22213.42407,27194.45157,31006.78165,31949.48392,33796.53946,38717.26813,42355.1551,38580.84603,37605.90024,40657.60014,37595.87709,39120.33334,39912.44232,34388.28378,35163.47243,37154.48194,40059.18248,39195.77483,38012.66729,42307.72904
Eritrea,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.3320034,208.9994799,239.6680867,262.2305348,315.7506824,312.724395,337.8865923,307.9099092,308.1341868,316.8239534,293.9556724,334.5855715,407.769077,388.5959475,415.0360305,439.8321034,450.6323989,595.1099872,501.355317,642.5082588,,,,,,,,,,
Spain,GDP per capita (current US$),396.3922533,450.0532892,520.2061314,609.4873841,675.2416391,774.7616093,889.659872,968.3067818,950.5457406,1077.6787,1212.289326,1362.165524,1708.808629,2247.553377,2749.924663,3209.837445,3279.312671,3627.590663,4356.43922,5770.214614,6208.578019,5371.166436,5159.708645,4478.500286,4489.988939,4699.655764,6513.503286,8239.613802,9703.123838,10681.9712,13804.87679,14811.90282,16112.18892,13339.90856,13415.287,15471.96272,16109.0844,14730.79718,15394.35146,15720.6405,14749.68742,15369.00116,17106.68658,21510.83625,24907.00085,26429.15094,28389.07858,32591.35031,35510.72223,32169.50285,30532.48051,31677.90031,28322.80925,29067.80946,29500.78943,25742.36883,26523.34822,28170.16786,30364.57994,29554.49052,27056.42175,30115.70589
Estonia,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3134.389753,3380.926302,3682.952301,4093.392477,4140.936602,4070.609024,4505.858332,5341.628947,7203.523038,8914.103557,10412.64431,12639.40007,16744.58445,18204.96648,14711.73527,14663.04461,17487.80478,17403.20533,19056.00192,20261.06673,17402.03761,18295.34293,20437.76538,23063.56382,23397.87826,23054.35849,27280.65844
Ethiopia,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,203.5570003,208.3423913,224.6274002,205.6237929,233.2186961,234.6821764,242.9615459,243.7358577,248.0227457,254.2432622,271.3943735,204.0501815,165.693228,125.5495813,134.3429602,145.1669013,141.5086199,125.0761411,119.6840763,124.4607909,120.7657837,111.9272251,119.490396,136.46625,162.4327286,194.6874329,244.2860523,326.4368228,380.5690032,341.5541227,354.4795719,467.0778718,499.5315302,566.9264029,640.5419231,717.1248698,768.5230154,771.5248663,855.7608852,936.4507576,943.9656842
European Union,GDP per capita (current US$),,,,,,,,,,,1879.078577,2113.362566,2533.098151,3257.788807,3666.504173,4245.053256,4419.903557,4982.041477,6042.213543,7272.071779,8098.498471,7032.036992,6759.324295,6558.828275,6304.669468,6468.959807,9020.128035,11124.74214,12173.47329,12393.22785,15454.96299,15972.32279,17510.45527,15933.20689,16835.65334,19464.94765,19750.71452,18089.0601,18616.21668,18482.89392,16947.62486,17199.11145,18761.14413,22968.34912,26308.6808,27344.67445,29093.77846,33591.38512,37050.44892,33484.20596,32970.71547,35756.32903,33158.89214,34578.05193,35286.11738,30485.02881,31186.51062,33094.40835,35753.36685,35089.28279,34191.82825,38234.1346
Fragile and conflict affected situations,GDP per capita (current US$),,,,,,,,,164.7351706,179.648336,214.4117119,212.6393355,237.866402,284.959784,413.6698866,453.8683697,521.9024323,560.8304284,603.0496521,744.2050383,909.6759173,1237.682371,1159.586978,967.483797,855.826853,855.0917063,811.3892743,818.2822686,838.5341535,813.7634577,1144.172497,771.3982032,685.0022754,626.2391575,587.9021241,660.9182169,667.8098463,740.527546,717.9323817,757.6615453,861.8806152,840.9256759,806.827649,825.3835534,1017.91399,1249.783391,1508.068652,1795.620789,2226.972427,2011.796845,2318.671681,2131.996487,2329.579837,2359.480329,2428.443617,1913.692036,1762.810027,1825.738332,1826.833266,1905.700418,1743.367113,1826.396401
Finland,GDP per capita (current US$),1179.353011,1327.427224,1411.702398,1522.319242,1707.503938,1882.086858,2010.213456,2034.18905,1907.077272,2178.03525,2465.644819,2716.190092,3177.645701,4173.173047,5297.607817,6255.544641,6739.690713,7069.105738,7628.815714,9332.245264,11223.93756,10926.81797,10938.12206,10497.48,10833.86629,11398.10595,14951.04679,18571.05993,22047.79332,23973.23948,28364.64508,25484.73929,22319.05946,17608.81239,20301.33309,26271.59981,25783.45049,24691.87281,26009.26949,26186.19001,24345.91482,24967.79252,26997.75299,32927.68029,37772.17811,39054.85044,41222.602,48476.39273,53772.79424,47481.48454,46505.30318,51148.93164,47708.06128,49892.22336,50327.24029,42801.90812,43814.02651,46412.13648,49988.91085,48628.64176,49160.83715,53982.61427
Fiji,GDP per capita (current US$),285.4742861,287.2670559,291.4733335,296.7083165,310.8122766,317.0203251,316.1298103,333.2682051,334.612576,357.4243836,422.3875438,466.0253483,583.3187661,768.6885143,987.92375,1186.676079,1182.094134,1202.631355,1360.785401,1640.556911,1892.876822,1898.010864,1786.857167,1638.383941,1681.705084,1603.219354,1795.370458,1631.958103,1535.399195,1632.187846,1835.123058,1881.761794,2058.379603,2167.095454,2384.726456,2540.980879,2713.827761,2636.67216,2066.068854,2401.686422,2069.317455,2030.246351,2248.714191,2818.91392,3311.159895,3627.632856,3715.932657,4040.152119,4167.694935,3362.820495,3652.535933,4371.447385,4591.577015,4840.72727,5605.609148,5390.714207,5651.272721,6101.02389,6317.413723,6175.890653,5102.843929,5085.971642
France,GDP per capita (current US$),1334.689512,1428.046001,1578.284538,1744.640123,1909.54162,2038.163102,2186.474592,2343.104503,2536.085114,2752.095114,2857.251682,3169.036323,3854.555835,4969.762978,5328.241548,6690.57827,6866.816892,7532.52696,9264.775293,11179.6329,12713.36517,11104.98134,10496.92855,9993.421182,9419.696143,9763.327404,13540.24637,16302.44738,17679.99669,17694.30932,21793.83554,21675.06499,23813.71225,22380.10775,23496.52015,26890.21762,26871.83127,24228.94639,24974.27386,24681.53701,22419.69482,22452.98238,24292.58023,29633.67898,33803.3096,34773.15015,36474.15959,41561.20051,45519.29688,41740.24303,40677.98514,43848.10605,40872.36246,42605.04438,43068.54872,36652.92231,37062.53357,38781.04949,41592.7959,40578.64429,39037.12263,43518.53851
Faroe Islands,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24166.41418,24371.77837,22856.73883,24724.45795,27021.812,31624.51331,35886.91573,36756.12167,42153.94197,48784.8905,52034.57903,48011.89311,48578.59681,52267.12318,50464.65867,55892.28702,60484.34073,53310.26201,58224.80551,61455.05261,65572.60753,67153.68194,66320.6792,
"Micronesia, Fed. Sts.",GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,1320.848319,,,1276.506189,1296.882814,1355.670551,1437.349833,1528.493105,1682.543861,1756.652792,1909.510014,1909.836839,2060.494723,2017.659333,1904.863883,2022.74458,2042.707086,2171.889577,2248.492115,2265.944108,2295.868178,2253.113745,2358.1467,2406.114412,2458.658394,2541.261625,2721.97609,2885.305492,3009.256825,3131.386715,2994.792394,2971.512602,2906.617012,3014.700358,3289.642117,3568.291016,3624.249092,3542.969788,3476.650895
Gabon,GDP per capita (current US$),282.4171795,331.4358018,357.5237617,298.4704462,410.9040835,424.6204429,452.6628266,490.1032756,520.4804212,550.7279588,549.4538177,635.5011473,703.7842714,1160.321812,2432.83618,3331.994318,4550.074193,4154.219468,3452.615557,4275.257364,5892.099285,5186.377144,4736.033894,4325.29785,4423.52051,4038.068544,4004.035275,3755.470817,4267.805094,4532.151139,6268.918008,5536.998373,5578.038555,4252.065348,3963.879297,4570.571304,5116.196625,4667.193121,3831.780668,3888.879467,4135.99238,3993.031336,4141.434366,4933.46217,5739.613204,6891.36192,7221.369877,8458.309179,10254.17196,7721.018953,8849.322608,10809.68495,9813.505747,9683.58162,9663.42411,7384.700704,6984.419712,7230.434912,7959.007267,7766.996554,6881.714225,8016.990495
United Kingdom,GDP per capita (current US$),1397.594803,1472.385714,1525.775853,1613.456884,1748.288118,1873.567774,1986.747159,2058.781882,1951.758596,2100.667869,2347.544318,2649.801514,3030.432514,3426.276221,3665.862798,4299.745618,4138.167788,4681.439932,5976.938169,7804.762081,10032.06208,9599.306222,9146.077357,8691.518813,8179.194441,8652.216542,10611.11221,13118.58653,15987.16808,16239.2822,19095.467,19900.72665,20487.17079,18389.01957,19709.2381,23206.56856,24438.53117,26742.98485,28269.32251,28726.85721,28223.06757,27806.44882,30049.89632,34487.46757,40371.71083,42132.09072,44654.09692,50653.25691,47549.34863,38952.21103,39688.61497,42284.88449,42686.80005,43713.81412,47787.2413,45404.56777,41499.5557,40857.75558,43646.95197,43070.49836,41098.07865,47334.35531
